Course Number,Course Name,Days,Time,Start/End Date,Location,County,Course Type,Course Description,Status of Section,Book Link
AUT  110  03,Brakes I,Tue,6:00 PM - 8:55 PM,09/02/2025 - 12/19/2025,Auburn Campus,Androscoggin,Classroom,"AUT 110 Brakes 2 Credits (1 Lecture 1 Lab 0 Shop) 7.5 Hrs/Wk (2.5 Hr. Lecture,  5 Hrs. Lab)*6 wks Class may be offered as a six week course doubling the time in lecture and lab. This course teaches the theory of hydraulics, mechanical advantage and all types of brake systems with practical instructions in testing and servicing car and light truck brakes. Laws from the Maine State Inspection Manual pertaining to brakes are presented. Prerequisite: AUT 100.",OPEN,Link
AUT  120  01,Suspension and Alignment,Thur,8:00 AM - 4:25 PM,09/15/2025 - 10/24/2025,Auburn Campus,Androscoggin,Classroom,"AUT 120 Suspension and Alignment 2 Credits (1 Lecture 1 Lab 0 Shop) 3 Hrs/Wk (1 Hr. Lecture 2 Hrs. Lab)*15 wks or 7.5 Hrs/Wk (2.5 Lecutre, 5 Hrs. Lab) * 6 wks. Class may be offered as a six week course increasing the time in lecture and lab. This course teaches the theory and operation of the suspension systems of modern vehicles with practical experiences in analyzing problems and replacement of worn parts. Included will be the study of front and rear wheel alignment and wheel balance. Prerequisite: AUT 100.",OPEN,Link
AUT  120  01,Suspension and Alignment,Fri,10:30 AM - 11:55 AM,09/15/2025 - 10/24/2025,Auburn Campus,Androscoggin,Classroom,"AUT 120 Suspension and Alignment 2 Credits (1 Lecture 1 Lab 0 Shop) 3 Hrs/Wk (1 Hr. Lecture 2 Hrs. Lab)*15 wks or 7.5 Hrs/Wk (2.5 Lecutre, 5 Hrs. Lab) * 6 wks. Class may be offered as a six week course increasing the time in lecture and lab. This course teaches the theory and operation of the suspension systems of modern vehicles with practical experiences in analyzing problems and replacement of worn parts. Included will be the study of front and rear wheel alignment and wheel balance. Prerequisite: AUT 100.",OPEN,Link
AUT  120  02,Suspension and Alignment,Tue,8:00 AM - 4:25 PM,09/15/2025 - 10/24/2025,Auburn Campus,Androscoggin,Classroom,"AUT 120 Suspension and Alignment 2 Credits (1 Lecture 1 Lab 0 Shop) 3 Hrs/Wk (1 Hr. Lecture 2 Hrs. Lab)*15 wks or 7.5 Hrs/Wk (2.5 Lecutre, 5 Hrs. Lab) * 6 wks. Class may be offered as a six week course increasing the time in lecture and lab. This course teaches the theory and operation of the suspension systems of modern vehicles with practical experiences in analyzing problems and replacement of worn parts. Included will be the study of front and rear wheel alignment and wheel balance. Prerequisite: AUT 100.",OPEN,Link
AUT  120  02,Suspension and Alignment,Fri,9:00 AM - 10:25 AM,09/15/2025 - 10/24/2025,Auburn Campus,Androscoggin,Classroom,"AUT 120 Suspension and Alignment 2 Credits (1 Lecture 1 Lab 0 Shop) 3 Hrs/Wk (1 Hr. Lecture 2 Hrs. Lab)*15 wks or 7.5 Hrs/Wk (2.5 Lecutre, 5 Hrs. Lab) * 6 wks. Class may be offered as a six week course increasing the time in lecture and lab. This course teaches the theory and operation of the suspension systems of modern vehicles with practical experiences in analyzing problems and replacement of worn parts. Included will be the study of front and rear wheel alignment and wheel balance. Prerequisite: AUT 100.",OPEN,Link
AUT  120  03,Suspension and Alignment,Thur,6:00 PM - 8:55 PM,09/02/2025 - 12/19/2025,Auburn Campus,Androscoggin,Classroom,"AUT 120 Suspension and Alignment 2 Credits (1 Lecture 1 Lab 0 Shop) 3 Hrs/Wk (1 Hr. Lecture 2 Hrs. Lab)*15 wks or 7.5 Hrs/Wk (2.5 Lecutre, 5 Hrs. Lab) * 6 wks. Class may be offered as a six week course increasing the time in lecture and lab. This course teaches the theory and operation of the suspension systems of modern vehicles with practical experiences in analyzing problems and replacement of worn parts. Included will be the study of front and rear wheel alignment and wheel balance. Prerequisite: AUT 100.",OPEN,Link
AUT  150  01,Electric Systems I,Tue,8:00 AM - 4:25 PM,10/27/2025 - 12/05/2025,Auburn Campus,Androscoggin,Classroom,"AUT 150 Electrical Systems I 3 Credits (2 Lecture 1 Lab 0 Shop) 5 Hrs/Wk(2 Hrs. Lecture 2 Hrs. Lab) *15 wks or 10 Hrs/Wk (5 Hrs. Lecture, 5 Hrs Lab*6 wks Class may be offered as a six week course increasing the time in lecture and lab. This course is the fi rst in the electrical series covering the theory and fundamentals of electricity.  The principles and procedures for servicing batteries, starters and charging systems using standard test equipment will be covered. A comprehensive study of these systems will be performed with testing both on and off the vehicle.  Prerequisite: AUT or FOA majors only.",OPEN,Link
AUT  150  01,Electric Systems I,Fri,9:00 AM - 10:25 AM,10/27/2025 - 12/05/2025,Auburn Campus,Androscoggin,Classroom,"AUT 150 Electrical Systems I 3 Credits (2 Lecture 1 Lab 0 Shop) 5 Hrs/Wk(2 Hrs. Lecture 2 Hrs. Lab) *15 wks or 10 Hrs/Wk (5 Hrs. Lecture, 5 Hrs Lab*6 wks Class may be offered as a six week course increasing the time in lecture and lab. This course is the fi rst in the electrical series covering the theory and fundamentals of electricity.  The principles and procedures for servicing batteries, starters and charging systems using standard test equipment will be covered. A comprehensive study of these systems will be performed with testing both on and off the vehicle.  Prerequisite: AUT or FOA majors only.",OPEN,Link
AUT  150  02,Electric Systems I,Thur,8:00 AM - 4:25 PM,10/27/2025 - 12/05/2025,Auburn Campus,Androscoggin,Classroom,"AUT 150 Electrical Systems I 3 Credits (2 Lecture 1 Lab 0 Shop) 5 Hrs/Wk(2 Hrs. Lecture 2 Hrs. Lab) *15 wks or 10 Hrs/Wk (5 Hrs. Lecture, 5 Hrs Lab*6 wks Class may be offered as a six week course increasing the time in lecture and lab. This course is the fi rst in the electrical series covering the theory and fundamentals of electricity.  The principles and procedures for servicing batteries, starters and charging systems using standard test equipment will be covered. A comprehensive study of these systems will be performed with testing both on and off the vehicle.  Prerequisite: AUT or FOA majors only.",OPEN,Link
AUT  150  02,Electric Systems I,Fri,10:30 AM - 11:55 AM,10/27/2025 - 12/05/2025,Auburn Campus,Androscoggin,Classroom,"AUT 150 Electrical Systems I 3 Credits (2 Lecture 1 Lab 0 Shop) 5 Hrs/Wk(2 Hrs. Lecture 2 Hrs. Lab) *15 wks or 10 Hrs/Wk (5 Hrs. Lecture, 5 Hrs Lab*6 wks Class may be offered as a six week course increasing the time in lecture and lab. This course is the fi rst in the electrical series covering the theory and fundamentals of electricity.  The principles and procedures for servicing batteries, starters and charging systems using standard test equipment will be covered. A comprehensive study of these systems will be performed with testing both on and off the vehicle.  Prerequisite: AUT or FOA majors only.",OPEN,Link
AUT  150  03,Electric Systems I,Mon,6:00 PM - 8:55 PM,09/02/2025 - 12/19/2025,Auburn Campus,Androscoggin,Classroom,"AUT 150 Electrical Systems I 3 Credits (2 Lecture 1 Lab 0 Shop) 5 Hrs/Wk(2 Hrs. Lecture 2 Hrs. Lab) *15 wks or 10 Hrs/Wk (5 Hrs. Lecture, 5 Hrs Lab*6 wks Class may be offered as a six week course increasing the time in lecture and lab. This course is the fi rst in the electrical series covering the theory and fundamentals of electricity.  The principles and procedures for servicing batteries, starters and charging systems using standard test equipment will be covered. A comprehensive study of these systems will be performed with testing both on and off the vehicle.  Prerequisite: AUT or FOA majors only.",OPEN,Link
AUT  170  01,Engine Performance I,Thur,8:00 AM - 4:25 PM,10/27/2025 - 12/05/2025,Auburn Campus,Androscoggin,Classroom,"AUT 170 Engine Performance I 3 Credits (2 Lecture, 1 Lab, 0 Shop) 4 Hrs/Wk (2 Hrs Lecture 2 Hrs Lab) *15 wks or 10 Hrs/Wk (5 Hrs. Lecture, 5 Hrs. Lab) * 6 wks. Class may be offered as a six week course increasing the time in lecture and lab. This course will cover electronic control systems and computer functions as they relate to drivability, diagnosis and repair of cooling, ignition, fuel and emission components. Prerequisite:  AUT 100.",OPEN,Link
AUT  170  01,Engine Performance I,Fri,10:30 AM - 11:55 AM,10/27/2025 - 12/05/2025,Auburn Campus,Androscoggin,Classroom,"AUT 170 Engine Performance I 3 Credits (2 Lecture, 1 Lab, 0 Shop) 4 Hrs/Wk (2 Hrs Lecture 2 Hrs Lab) *15 wks or 10 Hrs/Wk (5 Hrs. Lecture, 5 Hrs. Lab) * 6 wks. Class may be offered as a six week course increasing the time in lecture and lab. This course will cover electronic control systems and computer functions as they relate to drivability, diagnosis and repair of cooling, ignition, fuel and emission components. Prerequisite:  AUT 100.",OPEN,Link
AUT  170  02,Engine Performance I,Tue,8:00 AM - 4:25 PM,10/27/2025 - 12/05/2025,Auburn Campus,Androscoggin,Classroom,"AUT 170 Engine Performance I 3 Credits (2 Lecture, 1 Lab, 0 Shop) 4 Hrs/Wk (2 Hrs Lecture 2 Hrs Lab) *15 wks or 10 Hrs/Wk (5 Hrs. Lecture, 5 Hrs. Lab) * 6 wks. Class may be offered as a six week course increasing the time in lecture and lab. This course will cover electronic control systems and computer functions as they relate to drivability, diagnosis and repair of cooling, ignition, fuel and emission components. Prerequisite:  AUT 100.",OPEN,Link
AUT  170  02,Engine Performance I,Fri,9:00 AM - 10:25 AM,10/27/2025 - 12/05/2025,Auburn Campus,Androscoggin,Classroom,"AUT 170 Engine Performance I 3 Credits (2 Lecture, 1 Lab, 0 Shop) 4 Hrs/Wk (2 Hrs Lecture 2 Hrs Lab) *15 wks or 10 Hrs/Wk (5 Hrs. Lecture, 5 Hrs. Lab) * 6 wks. Class may be offered as a six week course increasing the time in lecture and lab. This course will cover electronic control systems and computer functions as they relate to drivability, diagnosis and repair of cooling, ignition, fuel and emission components. Prerequisite:  AUT 100.",OPEN,Link
AUT  170  03,Engine Performance I,Wed,6:00 PM - 8:55 PM,09/02/2025 - 12/19/2025,Auburn Campus,Androscoggin,Classroom,"AUT 170 Engine Performance I 3 Credits (2 Lecture, 1 Lab, 0 Shop) 4 Hrs/Wk (2 Hrs Lecture 2 Hrs Lab) *15 wks or 10 Hrs/Wk (5 Hrs. Lecture, 5 Hrs. Lab) * 6 wks. Class may be offered as a six week course increasing the time in lecture and lab. This course will cover electronic control systems and computer functions as they relate to drivability, diagnosis and repair of cooling, ignition, fuel and emission components. Prerequisite:  AUT 100.",OPEN,Link
AUT  182  01,Field Experience,Mon Tue Wed Thur Fri,8:00 AM - 4:55 PM,10/27/2025 - 12/19/2025,n/a,Off Campus,Classroom,"AUT 182 Field Experience 4 Credits (0 Lecture 0 Lab 4 Shop) 22.50 Hrs/Wk (22.5 Hrs. Shop) *8 wks In AUT 182 the student works in the service department of a sponsoring automotive deal ership or independent repair facility. This hands-on training, under the direction and supervision of an experienced technician, reinforces the subjects learned in the first semester automotive core curriculum. Pre requisites: Department Chair approval and a minimum 2.0 GPA with AUT 130, 131, and 241.",OPEN,Link
AUT  200  01,State Inspection,Tue Thur,8:00 AM - 3:55 PM,12/08/2025 - 12/19/2025,Auburn Campus,Androscoggin,Classroom,"AUT 200 State Inspection 1 Credit (.5 Lecture 0 Lab .5 Shop) 15 Hrs/Wk (3.75 Hrs. Lecture, 11.25 Hr. Lab) *2 wks or 30 Hrs/Wk (7.5 Hrs. Lecture, 22.50 Hrs. Lab * 1 week Class may be offered as a one week course increasing the time in lecture and lab. This course will interpret the Maine State Inspection manual. Testing and measuring equipment will be used to do a practice inspection on a motor vehicle.",OPEN,Link
